hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area
117613,998,0,0,8/4/2019,jack,3,4,1,ADFG WEB,9/29/2019,2019,,4,
117614,1077,0,0,8/5/2019,mainbay,3,24,1.5,ADFG WEB,9/24/2019,2019,,4,
117615,153,0,0,8/5/2019,West twin bay,3,18,2,ADFG WEB,9/13/2019,2019,,4,
117616,163,0,0,8/5/2019,Mink Island,3,12,0.5,ADFG WEB,9/22/2019,2019,,4,
117617,1660,0,0,8/5/2019,Eshamy Bay,3,10,2,ADFG WEB,10/14/2019,2019,,4,
117618,1729,0,0,8/5/2019,Ziegler Cove,3,6,0.5,ADFG WEB,9/16/2019,2019,,4,
117619,182,0,0,8/5/2019,LONG BAY,3,288,4.5,ADFG WEB,9/19/2019,2019,,4,
117620,1885,0,0,8/5/2019,Pigot Point,3,12,0.5,ADFG WEB,9/22/2019,2019,,4,
117621,2613,0,0,8/5/2019,culross,3,12,2,ADFG WEB,8/31/2019,2019,,4,
117622,28,0,0,8/5/2019,Kings Bay,3,29,4,ADFG WEB,9/17/2019,2019,,4,
117623,3081,0,0,8/5/2019,Cochoran Bay,3,12,3,ADFG WEB,9/27/2019,2019,,4,
117624,3394,0,0,8/5/2019,sawmill bay valdez,3,76,0.25,ADFG WEB,10/4/2019,2019,,4,
117625,3439,1,0,8/5/2019,South Culross Passage,2,8,0,ADFG WEB,9/23/2019,2019,,4,
117626,3538,0,0,8/5/2019,Potato Pt,3,14,4,ADFG WEB,9/11/2019,2019,,4,
117627,3571,0,0,8/5/2019,Esther Rock,3,7,2,ADFG WEB,9/13/2019,2019,,4,
117628,3692,0,0,8/5/2019,South Culross,2,10,2,ADFG WEB,9/18/2019,2019,,4,
117629,3729,0,0,8/5/2019,Chenega East,3,24,2,ADFG WEB,9/23/2019,2019,,4,
117630,373,0,0,8/5/2019,Long Bay,3,10,1,ADFG WEB,8/30/2019,2019,,4,
117631,3824,0,0,8/5/2019,Jacks Bay-PWS,3,24,0.3,ADFG WEB,10/15/2019,2019,,4,
117632,3919,0,0,8/5/2019,head of bay whittier,3,15,0.12,ADFG WEB,9/26/2019,2019,,4,
117633,3961,0,0,8/5/2019,Main Bay,2,12,1,ADFG WEB,9/5/2019,2019,,4,
117634,3974,0,0,8/5/2019,Cochrane Bay,1,5,0.5,ADFG WEB,9/29/2019,2019,,4,
117635,4006,0,0,8/5/2019,Mink island/ port Nellie Juan,3,8,0.5,ADFG WEB,9/17/2019,2019,,4,
117636,4013,0,0,8/5/2019,Black stone bay,3,12,1,ADFG WEB,8/7/2019,2019,,4,
117637,544,0,0,8/5/2019,Pigot,3,72,3,ADFG WEB,9/16/2019,2019,,4,
117638,581,0,0,8/5/2019,Pt. Cochrane,2,750,25,ADFG WEB,9/11/2019,2019,,4,
117639,587,0,0,8/5/2019,Port Wells,3,48,4,ADFG WEB,9/18/2019,2019,,4,
117640,625,0,0,8/5/2019,Galena Bay,3,6,1.5,ADFG WEB,9/18/2019,2019,,4,
117641,998,1,0,8/5/2019,shupe,3,21,0.1,ADFG WEB,9/29/2019,2019,,4,
117642,1983,0,0,8/6/2018,Deep Water Bay,3,10,1,ADFG WEB,9/19/2019,2019,,4,
117643,1983,0,0,8/6/2018,McClure Bay,3,4,1,ADFG WEB,9/19/2019,2019,,4,
117644,1077,0,0,8/6/2019,mainbay,3,24,1,ADFG WEB,9/24/2019,2019,,4,
117645,1106,0,0,8/6/2019,eaglek bay entrance,3,8,0.5,ADFG WEB,9/17/2019,2019,,4,
117646,1342,1,0,8/6/2019,Applegate island,3,12,0,ADFG WEB,9/5/2019,2019,,4,
117647,163,0,0,8/6/2019,Ragged Point,3,6,2.5,ADFG WEB,9/22/2019,2019,,4,
117648,1678,1,0,8/6/2019,3 mile beach,3,24,0,ADFG WEB,8/28/2019,2019,,4,
117649,2437,0,0,8/6/2019,unakwik,6,5,3,ADFG WEB,8/28/2019,2019,,4,
117650,2626,0,0,8/6/2019,Port Wales,3,11,9,ADFG WEB,9/29/2019,2019,,4,
117651,373,0,0,8/6/2019,Long Bay,3,10,1,ADFG WEB,8/30/2019,2019,,4,
117652,3824,0,0,8/6/2019,Jacks Bay-PWS,3,24,0.2,ADFG WEB,10/15/2019,2019,,4,
117653,4005,1,0,8/6/2019,Off Bligh Island in Fidalgo,3,10,0,ADFG WEB,8/22/2019,2019,,4,
117654,4017,0,0,8/6/2019,galena bay,3,6,3,ADFG WEB,8/24/2019,2019,,4,
117655,4148,0,0,8/6/2019,Coghill,2,6,3,ADFG WEB,10/9/2019,2019,,4,
117656,503,0,0,8/6/2019,Culross,3,7,4,ADFG WEB,9/22/2019,2019,,4,
117657,625,0,0,8/6/2019,Galena Bay,3,24,2,ADFG WEB,9/18/2019,2019,,4,
117658,1983,1,0,8/7/2018,Deep Water Bay,3,20,0,ADFG WEB,9/19/2019,2019,,4,
117659,1106,0,0,8/7/2019,eaglek bay center,3,16,2,ADFG WEB,9/17/2019,2019,,4,
117660,1106,1,0,8/7/2019,south end olsen island,3,6,0,ADFG WEB,9/17/2019,2019,,4,
117661,1255,0,0,8/7/2019,Unakwik,3,24,2,ADFG WEB,10/9/2019,2019,,4,
117662,163,1,0,8/7/2019,Olson Island (south),3,4,0,ADFG WEB,9/22/2019,2019,,4,
117663,1678,0,0,8/7/2019,3 mile beach,3,24,2,ADFG WEB,8/28/2019,2019,,4,
117664,1741,0,0,8/7/2019,Valdez PWS Narrows,3,60,7,ADFG WEB,10/12/2019,2019,,4,
117665,1897,0,0,8/7/2019,Decision Point,3,12,2,ADFG WEB,8/16/2019,2019,,4,
117666,2062,0,0,8/7/2019,Bainbridge East Arm Passage,2,20,1.1,ADFG WEB,10/14/2019,2019,,4,
117667,2613,0,0,8/7/2019,culross,3,24,2,ADFG WEB,8/31/2019,2019,,4,
117668,2626,0,0,8/7/2019,Port Wales,3,16,9,ADFG WEB,9/29/2019,2019,,4,
117669,3029,0,0,8/7/2019,Jack bay,3,96,0.5,ADFG WEB,9/17/2019,2019,,4,
117670,373,0,0,8/7/2019,Long Bay,3,10,1.5,ADFG WEB,8/30/2019,2019,,4,
117671,3824,0,0,8/7/2019,Jacks Bay-PWS,3,24,0.3,ADFG WEB,10/15/2019,2019,,4,
117672,3935,0,0,8/7/2019,pigot bay,3,7,2,ADFG WEB,10/14/2019,2019,,4,
117673,4005,0,0,8/7/2019,Galena Bay,3,10,0.2,ADFG WEB,8/22/2019,2019,,4,
117674,4018,0,0,8/7/2019,Busby island,3,12,0.5,ADFG WEB,9/6/2019,2019,,4,
117675,4044,0,0,8/7/2019,Louis Bay South of Disk Island,3,5,2,ADFG WEB,8/18/2019,2019,,4,
117676,820,0,0,8/7/2019,Passage Canal Near Kittiwake Rookery,3,72,0.25,ADFG WEB,10/13/2019,2019,,4,
117677,954,0,0,8/7/2019,wells passage,3,72,2,ADFG WEB,9/15/2019,2019,,4,
117678,1983,0,0,8/8/2018,Deep Water Bay,3,20,1,ADFG WEB,9/19/2019,2019,,4,
117679,1049,0,0,8/8/2019,heather bay,3,96,2,ADFG WEB,9/10/2019,2019,,4,
117680,1106,0,0,8/8/2019,axel lind island south end,3,2,0.5,ADFG WEB,9/17/2019,2019,,4,
117681,1106,0,0,8/8/2019,north end olsen island,3,16,1,ADFG WEB,9/17/2019,2019,,4,
117682,1375,0,0,8/8/2019,Icy bay,3,12,0.25,ADFG WEB,9/20/2019,2019,,4,
117683,150,1,0,8/8/2019,Pigot Pt,3,24,0,ADFG WEB,10/9/2019,2019,,4,
117684,163,0,0,8/8/2019,Olson Island (north),3,12,2,ADFG WEB,9/22/2019,2019,,4,
117685,1678,0,0,8/8/2019,3 mile beach,3,24,1,ADFG WEB,8/28/2019,2019,,4,
117686,191,0,0,8/8/2019,mink,3,12,3,ADFG WEB,9/23/2019,2019,,4,
117687,197,0,0,8/8/2019,Unakwik Inlet,3,96,2.75,ADFG WEB,9/9/2019,2019,,4,
117688,2062,0,0,8/8/2019,Jackpot Bay,2,23,0.3,ADFG WEB,10/14/2019,2019,,4,
117689,2315,1,0,8/8/2019,2 miles south of Sawmill Bay,3,48,0,ADFG WEB,8/29/2019,2019,,4,
117690,3234,1,0,8/8/2019,Shoup Bay,3,8,0,ADFG WEB,10/12/2019,2019,,4,
117691,33,0,0,8/8/2019,McClure Bay,3,12,2.5,ADFG WEB,9/8/2019,2019,,4,
117692,3585,0,0,8/8/2019,Black stone bay,3,8,2,ADFG WEB,9/30/2019,2019,,4,
117693,36,0,0,8/8/2019,Cullross Island,3,13,3.5,ADFG WEB,10/10/2019,2019,,4,
117694,3824,0,0,8/8/2019,Jacks Bay-PWS,3,24,0.4,ADFG WEB,10/15/2019,2019,,4,
117695,4005,1,0,8/8/2019,Galena Bay,3,8,0,ADFG WEB,8/22/2019,2019,,4,
117696,4026,0,0,8/8/2019,Blackstone Bay,3,4,2,ADFG WEB,9/15/2019,2019,,4,
117697,4044,0,0,8/8/2019,Louis Bay South of Disk Island,3,12,1,ADFG WEB,8/18/2019,2019,,4,
117698,4045,0,0,8/8/2019,Disc Island,3,12,0.2,ADFG WEB,9/7/2019,2019,,4,
117699,4045,0,0,8/8/2019,Disk Island,3,8,0.2,ADFG WEB,9/7/2019,2019,,4,
117700,4052,0,0,8/8/2019,Thumb Bay,2,14,0.25,ADFG WEB,9/1/2019,2019,,4,
117701,449,0,0,8/8/2019,Jak Bay,3,12,0.5,ADFG WEB,9/2/2019,2019,,4,
117702,489,0,0,8/8/2019,Eaglek Bay,3,24,5,ADFG WEB,10/14/2019,2019,,4,
117703,733,0,0,8/8/2019,Passage Canal,4,16,0.5,ADFG WEB,10/3/2019,2019,,4,
117704,954,0,0,8/8/2019,Wells Passage,3,12,2,ADFG WEB,9/15/2019,2019,,4,
117705,1042,0,0,8/9/2019,passage canal,2,120,3,ADFG WEB,9/29/2019,2019,,4,
117706,1383,0,0,8/9/2019,Main Bay,2,24,4,ADFG WEB,9/4/2019,2019,,4,
117707,1397,0,0,8/9/2019,Blackstone,3,4,2.5,ADFG WEB,9/15/2019,2019,,4,
117708,1402,0,0,8/9/2019,Perry,3,24,2,ADFG WEB,9/8/2019,2019,,4,
117709,1435,0,0,8/9/2019,Blackstone Bay,3,8,3,ADFG WEB,9/5/2019,2019,,4,
117710,1678,1,0,8/9/2019,3 mile beach,3,24,0,ADFG WEB,8/28/2019,2019,,4,
117711,1795,0,0,8/9/2019,Naked island /Cabin bay,3,18,1,ADFG WEB,8/14/2019,2019,,4,
117712,195,0,0,8/9/2019,East Perry Island,3,16,0.5,ADFG WEB,9/25/2019,2019,,4,
117713,1950,1,0,8/9/2019,reported on permit 179562,3,0,0,ADFG WEB,8/14/2019,2019,,4,
117714,1960,0,0,8/9/2019,Shoup Bay,3,48,0.1,ADFG WEB,8/20/2019,2019,,4,
117715,2104,0,0,8/9/2019,Nelly juan,2,96,4,ADFG WEB,9/27/2019,2019,,4,
117716,2178,0,0,8/9/2019,Perry Island,3,8,0.5,ADFG WEB,9/10/2019,2019,,4,
117717,2850,0,0,8/9/2019,logging camp,3,76,0.05,ADFG WEB,10/15/2019,2019,,4,
117718,3081,0,0,8/9/2019,Cochoran Bay,3,96,1,ADFG WEB,9/27/2019,2019,,4,
117719,3313,0,0,8/9/2019,Culross Passage,2,4,1,ADFG WEB,9/17/2019,2019,,4,
117720,3486,0,0,8/9/2019,Culross bay,1,8,0.5,ADFG WEB,9/5/2019,2019,,4,
117721,36,0,0,8/9/2019,Dangerous Passage,2,6,0.5,ADFG WEB,10/10/2019,2019,,4,
117722,36,0,0,8/9/2019,Pigot Point,3,8,3,ADFG WEB,10/10/2019,2019,,4,
117723,3824,0,0,8/9/2019,Jacks Bay-PWS,3,24,0.5,ADFG WEB,10/15/2019,2019,,4,
117724,3919,0,0,8/9/2019,shotgun cove whittier,3,15,0.24,ADFG WEB,9/26/2019,2019,,4,
117725,4023,1,0,8/9/2019,Jacks Bay,3,16,0,ADFG WEB,8/20/2019,2019,,4,
117726,4044,0,0,8/9/2019,Louis Bay South of Disk Island,3,12,1,ADFG WEB,8/18/2019,2019,,4,
117727,4045,0,0,8/9/2019,Hearing Bay,3,8,0.25,ADFG WEB,9/7/2019,2019,,4,
117728,4052,0,0,8/9/2019,Eshamy Bay,2,12,0.25,ADFG WEB,9/1/2019,2019,,4,
117729,4063,1,0,8/9/2019,reported on permit179562,3,0,0,ADFG WEB,8/14/2019,2019,,4,
117730,4106,0,0,8/9/2019,Passage Canal,2,4,2,ADFG WEB,9/24/2019,2019,,4,
117731,4173,1,0,8/9/2019,Whittier main bay,3,6,0,ADFG WEB,10/9/2019,2019,,4,
117732,489,0,0,8/9/2019,Eaglek Bay,3,24,4,ADFG WEB,10/14/2019,2019,,4,
117733,52,0,0,8/9/2019,Pigot,3,48,0.5,ADFG WEB,9/24/2019,2019,,4,
117734,806,0,0,8/9/2019,cochran,3,12,2,ADFG WEB,8/30/2019,2019,,4,
117735,985,0,0,8/9/2019,Culross Passage,3,18,7,ADFG WEB,9/15/2019,2019,,4,
117736,1026,0,0,8/10/2019,passage canal,2,99,3,ADFG WEB,9/19/2019,2019,,4,
117737,1049,0,0,8/10/2019,heather bay,3,48,1,ADFG WEB,9/10/2019,2019,,4,
117738,1098,0,0,8/10/2019,Dirkson,3,4,1,ADFG WEB,10/6/2019,2019,,4,
117739,1139,0,0,8/10/2019,Wells Bay,3,4,2,ADFG WEB,9/15/2019,2019,,4,
117740,1295,0,0,8/10/2019,"Perry Island, West Twin Bay",3,20,2,ADFG WEB,10/14/2019,2019,,4,
117741,1435,0,0,8/10/2019,Blackstone Bay,3,24,2,ADFG WEB,9/5/2019,2019,,4,
117742,1500,0,0,8/10/2019,PORT NELLIE JUAN,3,24,0.25,ADFG WEB,9/23/2019,2019,,4,
117743,1503,0,0,8/10/2019,Foul Bay,3,6,0.5,ADFG WEB,10/13/2019,2019,,4,
117744,1795,0,0,8/10/2019,Naked Island/cabin Baay,3,14,0.4,ADFG WEB,8/14/2019,2019,,4,
117745,1800,0,0,8/10/2019,Squaw Bay,3,16,3,ADFG WEB,9/25/2019,2019,,4,
117746,182,0,0,8/10/2019,LONG BAY,3,288,4.5,ADFG WEB,9/19/2019,2019,,4,
117747,1842,0,0,8/10/2019,Hobo Bay,3,7,2.5,ADFG WEB,10/14/2019,2019,,4,
117748,1897,0,0,8/10/2019,Blackstone,3,12,4,ADFG WEB,8/16/2019,2019,,4,
117749,20,0,0,8/10/2019,Culross Pass,3,7,1,ADFG WEB,9/9/2019,2019,,4,
117750,2039,0,0,8/10/2019,Jacks,2,8,1,ADFG WEB,9/4/2019,2019,,4,
117751,2104,0,0,8/10/2019,Nellyjuan,2,12,4,ADFG WEB,9/27/2019,2019,,4,
117752,213,0,0,8/10/2019,"Ester Island, Shoestring Cove",3,12,3,ADFG WEB,9/23/2019,2019,,4,
117753,2131,0,0,8/10/2019,South Culross Passage,3,7,1,ADFG WEB,9/2/2019,2019,,4,
117754,2178,0,0,8/10/2019,Perry Island,3,20,0.25,ADFG WEB,9/10/2019,2019,,4,
117755,2239,0,0,8/10/2019,Whale Bay,3,12,2,ADFG WEB,10/12/2019,2019,,4,
117756,2281,0,0,8/10/2019,Anderson bay,3,12,1.5,ADFG WEB,10/8/2019,2019,,4,
117757,2352,1,0,8/10/2019,Cedar Bay,3,7,0,ADFG WEB,8/25/2019,2019,,4,
117758,246,0,0,8/10/2019,Papoose bay,3,12,0.5,ADFG WEB,10/7/2019,2019,,4,
117759,247,0,0,8/10/2019,jacks bay,3,24,2,ADFG WEB,9/12/2019,2019,,4,
117760,25,0,0,8/10/2019,Derrickson Bay,3,48,5,ADFG WEB,8/27/2019,2019,,4,
117761,251,0,0,8/10/2019,Harrison Lagoon,3,7,3,ADFG WEB,9/2/2019,2019,,4,
117762,2572,0,0,8/10/2019,Culross Passage,3,26,1.25,ADFG WEB,9/10/2019,2019,,4,
117763,2641,0,0,8/10/2019,East side port wells,3,14,1.5,ADFG WEB,9/23/2019,2019,,4,
117764,2706,0,0,8/10/2019,wells bay,3,8,0.5,ADFG WEB,9/25/2019,2019,,4,
117765,2776,0,0,8/10/2019,Main Canal,3,168,1,ADFG WEB,9/18/2019,2019,,4,
117766,2867,0,0,8/10/2019,Cochrane point,3,56,1.5,ADFG WEB,10/8/2019,2019,,4,
117767,2969,0,0,8/10/2019,Wells,3,60,1,ADFG WEB,9/10/2019,2019,,4,
117768,297,0,0,8/10/2019,Jack Bay,3,79,1,ADFG WEB,9/30/2019,2019,,4,
117769,3199,0,0,8/10/2019,Blackstone Bay,3,12,1.5,ADFG WEB,9/22/2019,2019,,4,
117770,320,0,0,8/10/2019,Blackstone,3,13,1,ADFG WEB,10/2/2019,2019,,4,
117771,34,1,0,8/10/2019,Granite Bay,3,10,0,ADFG WEB,10/7/2019,2019,,4,
117772,3504,0,0,8/10/2019,Pigot Point,3,8,3,ADFG WEB,10/2/2019,2019,,4,
117773,3663,0,0,8/10/2019,Shotgun clove,2,10,1,ADFG WEB,9/1/2019,2019,,4,
117774,3824,0,0,8/10/2019,Jacks Bay-PWS,3,24,0.5,ADFG WEB,10/15/2019,2019,,4,
117775,3848,0,0,8/10/2019,Blackstone Bay,3,12,4,ADFG WEB,9/19/2019,2019,,4,
117776,3919,0,0,8/10/2019,head of bay whittier,3,10,0.02,ADFG WEB,9/26/2019,2019,,4,
117777,4023,1,0,8/10/2019,Jacks Bay,3,14,0,ADFG WEB,8/20/2019,2019,,4,
117778,4044,0,0,8/10/2019,Louis Bay South of Disk Island,3,12,1,ADFG WEB,8/18/2019,2019,,4,
117779,4045,0,0,8/10/2019,North East Knight Island,3,12,1,ADFG WEB,9/7/2019,2019,,4,
117780,4107,0,0,8/10/2019,perry island,3,18,1,ADFG WEB,10/7/2019,2019,,4,
117781,4113,0,0,8/10/2019,Blackstone Bay,3,5,1,ADFG WEB,10/2/2019,2019,,4,
117782,4116,0,0,8/10/2019,Pigot Bay,3,10,0.25,ADFG WEB,8/18/2019,2019,,4,
117783,44,0,0,8/10/2019,Bettles Bay,3,6,8,ADFG WEB,9/9/2019,2019,,4,
117784,489,0,0,8/10/2019,Eaglek Bay,3,24,3,ADFG WEB,10/14/2019,2019,,4,
117785,616,0,0,8/10/2019,Unakwik,3,6,0.5,ADFG WEB,9/26/2019,2019,,4,
117786,691,0,0,8/10/2019,Blackstone Bay,3,5,0.5,ADFG WEB,9/15/2019,2019,,4,
117787,820,0,0,8/10/2019,Head of Bay,3,7,1,ADFG WEB,10/13/2019,2019,,4,
117788,838,1,0,8/10/2019,Port Valdez,3,3,0,ADFG WEB,10/15/2019,2019,,4,
117789,941,0,0,8/10/2019,PORT VALDEZ,2,16,1,ADFG WEB,9/27/2019,2019,,4,
117790,985,0,0,8/10/2019,Culross Passage,3,24,7,ADFG WEB,9/15/2019,2019,,4,
117791,1026,0,0,8/11/2019,passage canal,3,24,2,ADFG WEB,9/19/2019,2019,,4,
117792,1042,0,0,8/11/2019,passage canal,3,48,6,ADFG WEB,9/29/2019,2019,,4,
117793,1098,0,0,8/11/2019,Dirkson,3,10,1,ADFG WEB,10/6/2019,2019,,4,
117794,1139,0,0,8/11/2019,Wells Bay,3,20,1.5,ADFG WEB,9/15/2019,2019,,4,
117795,1149,0,0,8/11/2019,Port Nellie juan,3,24,2,ADFG WEB,9/28/2019,2019,,4,
117796,1253,0,0,8/11/2019,Dangerous Passage,3,48,4,ADFG WEB,10/14/2019,2019,,4,
117797,1259,0,0,8/11/2019,cochran bay,3,6,1,ADFG WEB,9/15/2019,2019,,4,
117798,1295,0,0,8/11/2019,"Perry Island, West Twin Bay",3,29,0.5,ADFG WEB,10/14/2019,2019,,4,
117799,1435,0,0,8/11/2019,Blackstone Bay,3,24,5,ADFG WEB,9/5/2019,2019,,4,
117800,1470,0,0,8/11/2019,valdez narrows,3,24,3,ADFG WEB,10/7/2019,2019,,4,
117801,1503,0,0,8/11/2019,Foul Bay,3,15,1,ADFG WEB,10/13/2019,2019,,4,
117802,1562,0,0,8/11/2019,Pecham Point/Barry Arm,3,48,13,ADFG WEB,9/14/2019,2019,,4,
117803,1617,0,0,8/11/2019,Perry island,2,10,2,ADFG WEB,10/11/2019,2019,,4,
117804,1678,0,0,8/11/2019,3 mile beach,3,48,1,ADFG WEB,8/28/2019,2019,,4,
117805,1722,0,0,8/11/2019,Blackstone Bay,3,30,0.5,ADFG WEB,9/15/2019,2019,,4,
117806,176,0,0,8/11/2019,Bettles Bay,3,14,2,ADFG WEB,10/5/2019,2019,,4,
117807,1763,0,0,8/11/2019,Port Wells,3,4,2,ADFG WEB,10/8/2019,2019,,4,
117808,1800,0,0,8/11/2019,Cascade Bay,3,22,3,ADFG WEB,9/25/2019,2019,,4,
117809,1810,0,0,8/11/2019,Blackstone,3,18,0.5,ADFG WEB,9/30/2019,2019,,4,
117810,2039,0,0,8/11/2019,Jacks,2,24,1,ADFG WEB,9/4/2019,2019,,4,
117811,2239,0,0,8/11/2019,Bainbridge Passage,3,12,4,ADFG WEB,10/12/2019,2019,,4,
117812,2352,0,0,8/11/2019,Cedar Bay,3,15,2,ADFG WEB,8/25/2019,2019,,4,
117813,246,0,0,8/11/2019,Port valdez,3,12,0.5,ADFG WEB,10/7/2019,2019,,4,
117814,2572,0,0,8/11/2019,Culross Passage,3,21,1.25,ADFG WEB,9/10/2019,2019,,4,
117815,2665,0,0,8/11/2019,SHOUP BAY,2,40,1,ADFG WEB,9/9/2019,2019,,4,
117816,2706,0,0,8/11/2019,wells bay,3,12,1.5,ADFG WEB,9/25/2019,2019,,4,
117817,2850,0,0,8/11/2019,Unakwik point,3,24,0.05,ADFG WEB,10/15/2019,2019,,4,
117818,2969,0,0,8/11/2019,Cedar,3,10,1.5,ADFG WEB,9/10/2019,2019,,4,
117819,2969,0,0,8/11/2019,Wells,3,7,1,ADFG WEB,9/10/2019,2019,,4,
117820,297,0,0,8/11/2019,Jack Bay,3,24,0.12,ADFG WEB,9/30/2019,2019,,4,
117821,34,1,0,8/11/2019,Blackstone Bay,3,11,0,ADFG WEB,10/7/2019,2019,,4,
117822,354,0,0,8/11/2019,cochran bay,3,152,3,ADFG WEB,9/29/2019,2019,,4,
117823,380,0,0,8/11/2019,passage canal,3,24,3,ADFG WEB,8/22/2019,2019,,4,
117824,3824,0,0,8/11/2019,Jacks Bay-PWS,3,24,0.5,ADFG WEB,10/15/2019,2019,,4,
117825,3946,0,0,8/11/2019,Long Channel,3,20,2.5,ADFG WEB,9/10/2019,2019,,4,
117826,4052,0,0,8/11/2019,Culross Bay,2,12,0.25,ADFG WEB,9/1/2019,2019,,4,
117827,4066,0,0,8/11/2019,shoup bay PWS,3,12,0.5,ADFG WEB,8/27/2019,2019,,4,
117828,4130,1,0,8/11/2019,Shoup bay,3,24,0,ADFG WEB,9/18/2019,2019,,4,
117829,503,0,0,8/11/2019,Jackpot,3,19,1,ADFG WEB,9/22/2019,2019,,4,
117830,53,0,0,8/11/2019,Port Wells near Pigot,2,24,3,ADFG WEB,9/15/2019,2019,,4,
117831,544,0,0,8/11/2019,Pigot,2,144,3,ADFG WEB,9/16/2019,2019,,4,
117832,616,0,0,8/11/2019,Unakwik,3,17,2,ADFG WEB,9/26/2019,2019,,4,
117833,627,0,0,8/11/2019,Pigot,3,24,3.5,ADFG WEB,9/30/2019,2019,,4,
117834,666,0,0,8/11/2019,College Fiord,4,24,0.1,ADFG WEB,9/27/2019,2019,,4,
117835,820,0,0,8/11/2019,Head of Bay,3,24,1,ADFG WEB,10/13/2019,2019,,4,
117836,973,0,0,8/11/2019,Naked Island,3,48,0.4,ADFG WEB,9/30/2019,2019,,4,
117837,985,0,0,8/11/2019,Culross Passage,3,14,4,ADFG WEB,9/15/2019,2019,,4,
117838,1139,0,0,8/12/2019,Wells Bay,3,18,2,ADFG WEB,9/15/2019,2019,,4,
117839,1149,0,0,8/12/2019,Cochrane Bay,3,14,2,ADFG WEB,9/28/2019,2019,,4,
117840,131,0,0,8/12/2019,Shotgun Cove,3,14,3,ADFG WEB,9/29/2019,2019,,4,
117841,1435,0,0,8/12/2019,Blackstone Bay,3,10,2,ADFG WEB,9/5/2019,2019,,4,
117842,1470,1,0,8/12/2019,valdez narrows,2,24,0,ADFG WEB,10/7/2019,2019,,4,
117843,1763,0,0,8/12/2019,Port Wells,3,9,3,ADFG WEB,10/8/2019,2019,,4,
117844,1800,0,0,8/12/2019,Schoppe Bay,3,22,2,ADFG WEB,9/25/2019,2019,,4,
117845,2068,0,0,8/12/2019,passage canal,3,72,5,ADFG WEB,10/10/2019,2019,,4,
117846,2352,0,0,8/12/2019,Wells Bay,3,24,1,ADFG WEB,8/25/2019,2019,,4,
117847,246,1,0,8/12/2019,Sawmill bay,3,12,0,ADFG WEB,10/7/2019,2019,,4,
117848,247,0,0,8/12/2019,jacks bay,3,48,1.5,ADFG WEB,9/12/2019,2019,,4,
117849,2546,0,0,8/12/2019,Unakwik inlet,3,8,2,ADFG WEB,9/7/2019,2019,,4,
117850,33,0,0,8/12/2019,McClure Bay,3,12,3,ADFG WEB,9/8/2019,2019,,4,
117851,3465,0,0,8/12/2019,Icy Bay,3,48,1,ADFG WEB,9/11/2019,2019,,4,
117852,373,0,0,8/12/2019,Long Bay,3,8,1,ADFG WEB,8/30/2019,2019,,4,
117853,3782,0,0,8/12/2019,Shotgun Cove PWS,2,168,0.5,ADFG WEB,10/15/2019,2019,,4,
117854,3824,0,0,8/12/2019,Jacks Bay-PWS,3,24,0.5,ADFG WEB,10/15/2019,2019,,4,
117855,3946,0,0,8/12/2019,Long Channel,3,12,1,ADFG WEB,9/10/2019,2019,,4,
117856,4007,0,0,8/12/2019,jacks bay,3,8,0.1,ADFG WEB,8/18/2019,2019,,4,
117857,4051,0,0,8/12/2019,Outside Shoup  Bay,3,30,2.5,ADFG WEB,8/18/2019,2019,,4,
117858,4066,0,0,8/12/2019,shoup bay PWS,3,12,0.5,ADFG WEB,8/27/2019,2019,,4,
117859,4130,1,0,8/12/2019,Shoup bay,3,23,0,ADFG WEB,9/18/2019,2019,,4,
117860,4139,0,0,8/12/2019,Blackstone Bay,3,3,0.53,ADFG WEB,9/19/2019,2019,,4,
117861,4139,1,0,8/12/2019,Shotgun Cove,3,1,0,ADFG WEB,9/19/2019,2019,,4,
117862,44,0,0,8/12/2019,Bettles Bay,3,3,5,ADFG WEB,9/9/2019,2019,,4,
117863,451,0,0,8/12/2019,Port Wells,3,14,9,ADFG WEB,9/25/2019,2019,,4,
117864,475,0,0,8/12/2019,Passage cannel,3,24,1,ADFG WEB,9/29/2019,2019,,4,
117865,666,0,0,8/12/2019,Cochrane Bay,4,24,0.02,ADFG WEB,9/27/2019,2019,,4,
117866,7,0,0,8/12/2019,Long Bay,3,15,3,ADFG WEB,9/8/2019,2019,,4,
117867,789,0,0,8/12/2019,Cochrane Bay,3,5,0.5,ADFG WEB,9/23/2019,2019,,4,
117868,820,0,0,8/12/2019,Head of Bay,3,24,0.5,ADFG WEB,10/13/2019,2019,,4,
117869,1122,0,0,8/13/2019,valdez arm,3,48,4,ADFG WEB,9/21/2019,2019,,4,
117870,131,0,0,8/13/2019,Shotgun Cove,3,31,4,ADFG WEB,9/29/2019,2019,,4,
117871,1678,0,0,8/13/2019,3 mile beach,3,24,1,ADFG WEB,8/28/2019,2019,,4,
117872,1735,0,0,8/13/2019,Unakwik Inlet,3,18,3,ADFG WEB,8/30/2019,2019,,4,
117873,1807,0,0,8/13/2019,Mineral Creek Valdez,3,8,1,ADFG WEB,9/25/2019,2019,,4,
117874,246,0,0,8/13/2019,Valdez narrows,3,15,1,ADFG WEB,10/7/2019,2019,,4,
